evt,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
45652,1643.84865022107,146.20564,1.0043945,21.0,1.0,511498.0,511498.0,511498.0,0.0
45653,2196.8822190213464,339.7722,0.9658203,23.0,1.0,511498.0,511498.0,511498.0,0.0
45654,1834.766210166898,59.55931,1.9433594,27.0,1.0,511498.0,511498.0,511498.0,0.0
45655,1998.5155490804048,59.55931,1.9433594,27.0,1.0,511498.0,511498.0,511498.0,0.0
45656,1861.0077899072703,69.35144,0.37890625,12.0,1.0,511498.0,511498.0,511498.0,0.0
45657,1404.943382023151,69.35144,0.37890625,12.0,1.0,511498.0,511498.0,511498.0,0.0
45658,2194.49798743312,156.23138,0.3340454,24.0,1.0,511498.0,511498.0,511498.0,0.0
45659,2237.602042353235,156.23138,0.3340454,24.0,1.0,511498.0,511498.0,511498.0,0.0
45660,1669.1208533275376,156.23138,0.3340454,24.0,1.0,511498.0,511498.0,511498.0,0.0
45661,2398.1213993764554,440.35043,0.8811035,14.0,1.0,511498.0,511498.0,511498.0,0.0
45662,1899.207870336232,160.88132,0.1293335,36.0,1.0,511498.0,511498.0,511498.0,0.0
45663,1688.2838628695654,160.88132,0.1293335,36.0,1.0,511498.0,511498.0,511498.0,0.0
45664,2218.0381530577706,281.35455,0.4144287,34.0,1.0,511498.0,511498.0,511498.0,0.0
45665,1409.0362268760546,71.43479,0.049819946,24.0,1.0,511498.0,511498.0,511498.0,0.0
45666,1593.101692805246,85.13022,0.019515991,24.0,1.0,511498.0,511498.0,511498.0,0.0
45667,1825.42463966602,85.13022,0.019515991,24.0,1.0,511498.0,511498.0,511498.0,0.0
45668,1717.630753302161,117.20891,0.786499,24.0,1.0,511498.0,511498.0,511498.0,0.0
45669,2014.8227064548855,117.20891,0.786499,24.0,1.0,511498.0,511498.0,511498.0,0.0
45670,2028.871748323715,205.93556,0.28131104,13.0,1.0,511498.0,511498.0,511498.0,0.0
45671,1858.977902357228,205.93556,0.28131104,13.0,1.0,511498.0,511498.0,511498.0,0.0
45672,354.00092788545305,111.53648,0.12973022,17.0,1.0,511498.0,511498.0,511498.0,0.0
45673,479.3693976216354,111.53648,0.12973022,17.0,1.0,511498.0,511498.0,511498.0,0.0
45674,2841.394262886875,139.35896,0.5258789,30.0,1.0,511498.0,511498.0,511498.0,0.0
45675,2324.2118333485787,139.35896,0.5258789,30.0,1.0,511498.0,511498.0,511498.0,0.0
45676,1029.3849657084993,104.220604,0.4126587,24.0,1.0,511498.0,511498.0,511498.0,0.0
45677,1823.1500897402543,366.59882,0.096191406,27.0,1.0,511498.0,511498.0,511498.0,0.0
45678,2021.2697966417004,111.006004,0.29992676,30.0,1.0,511498.0,511498.0,511498.0,0.0
45679,2263.220182317248,280.8433,0.30737305,16.0,1.0,511498.0,511498.0,511498.0,0.0
45680,1708.1552170725236,322.90228,0.07846069,25.0,1.0,511498.0,511498.0,511498.0,0.0
45681,2062.862254884594,724.8,0.64294434,17.0,1.0,511498.0,511498.0,511498.0,0.0
45682,1616.5273544196243,724.8,0.64294434,17.0,1.0,511498.0,511498.0,511498.0,0.0
45683,1933.6526740060576,271.54993,0.4574585,15.0,1.0,511498.0,511498.0,511498.0,0.0
45684,1680.1656430611315,271.54993,0.4574585,15.0,1.0,511498.0,511498.0,511498.0,0.0
45685,1604.5009149458297,56.168324,0.87597656,23.0,1.0,511498.0,511498.0,511498.0,0.0
45686,1152.829834678998,56.168324,0.87597656,23.0,1.0,511498.0,511498.0,511498.0,0.0
45687,1463.9367941440307,114.94019,1.1745605,14.0,1.0,511498.0,511498.0,511498.0,0.0
45688,1951.5139461917684,114.94019,1.1745605,14.0,1.0,511498.0,511498.0,511498.0,0.0
45689,1550.329305267926,242.78984,1.2138672,23.0,1.0,511498.0,511498.0,511498.0,0.0
45690,1458.6546002763678,242.78984,1.2138672,23.0,1.0,511498.0,511498.0,511498.0,0.0
45691,1785.7345209341709,142.40378,0.039535522,22.0,1.0,511498.0,511498.0,511498.0,0.0
45692,1952.2963018102812,142.40378,0.039535522,22.0,1.0,511498.0,511498.0,511498.0,0.0
45693,2403.1263246516933,595.0924,0.7536621,16.0,1.0,511498.0,511498.0,511498.0,0.0
45694,1700.764110142665,227.44342,0.59558105,8.0,1.0,511498.0,511498.0,511498.0,0.0
45695,1642.138982301051,227.44342,0.59558105,8.0,1.0,511498.0,511498.0,511498.0,0.0
45696,2429.00874988788,328.52365,0.1592102,22.0,1.0,511498.0,511498.0,511498.0,0.0
45697,1943.379253315978,328.52365,0.1592102,22.0,1.0,511498.0,511498.0,511498.0,0.0
45698,1535.3148544339128,80.040474,0.1958313,20.0,1.0,511498.0,511498.0,511498.0,0.0
45699,1287.5718250832042,80.040474,0.1958313,20.0,1.0,511498.0,511498.0,511498.0,0.0
45700,1963.869276922533,82.811165,0.46246338,19.0,1.0,511498.0,511498.0,511498.0,0.0
45701,1603.126332901256,82.811165,0.46246338,19.0,1.0,511498.0,511498.0,511498.0,0.0
45702,1378.493160670024,123.05145,1.892334,12.0,1.0,511498.0,511498.0,511498.0,0.0
45703,2193.3769481452555,210.46004,1.4523926,29.0,1.0,511498.0,511498.0,511498.0,0.0
45704,1988.42723531331,210.46004,1.4523926,29.0,1.0,511498.0,511498.0,511498.0,0.0
45705,1667.0605905337889,210.46004,1.4523926,29.0,1.0,511498.0,511498.0,511498.0,0.0
45706,1806.6242683576093,66.58496,2.2382812,20.0,1.0,511498.0,511498.0,511498.0,0.0
45707,1119.6408907257653,66.58496,2.2382812,20.0,1.0,511498.0,511498.0,511498.0,0.0
45708,1045.1607661582127,66.58496,2.2382812,20.0,1.0,511498.0,511498.0,511498.0,0.0
45709,1954.7801029308891,191.49005,1.6784668,33.0,1.0,511498.0,511498.0,511498.0,0.0
45710,1573.6699371251248,94.837616,1.1674805,27.0,1.0,511498.0,511498.0,511498.0,0.0
45711,2048.405092671424,94.837616,1.1674805,27.0,1.0,511498.0,511498.0,511498.0,0.0
45712,1273.359574711629,113.490715,0.84924316,28.0,1.0,511498.0,511498.0,511498.0,0.0
45713,1956.4272827839009,227.98575,0.1819458,20.0,1.0,511498.0,511498.0,511498.0,0.0
45714,1948.1029584212909,117.306076,0.89611816,13.0,1.0,511498.0,511498.0,511498.0,0.0
45715,2062.9479035152167,55.05211,1.0009766,16.0,1.0,511498.0,511498.0,511498.0,0.0
45716,1649.2873477552164,55.05211,1.0009766,16.0,1.0,511498.0,511498.0,511498.0,0.0
45717,2032.0582830713688,202.64645,1.0808105,23.0,1.0,511498.0,511498.0,511498.0,0.0
45718,2344.4426285321288,202.64645,1.0808105,23.0,1.0,511498.0,511498.0,511498.0,0.0
45719,2314.2882163949776,282.877,0.83703613,29.0,1.0,511498.0,511498.0,511498.0,0.0
45720,1228.5216601252864,124.1745,0.98669434,33.0,1.0,511498.0,511498.0,511498.0,0.0
45721,1582.2057445644716,248.08496,0.35687256,21.0,1.0,511498.0,511498.0,511498.0,0.0
45722,2083.856752808881,248.08496,0.35687256,21.0,1.0,511498.0,511498.0,511498.0,0.0
45723,1156.9678723949055,248.08496,0.35687256,21.0,1.0,511498.0,511498.0,511498.0,0.0
45724,1085.2030992494936,181.11835,0.38964844,14.0,1.0,511498.0,511498.0,511498.0,0.0
45725,1493.6779316100235,148.79959,0.28936768,12.0,1.0,511498.0,511498.0,511498.0,0.0
45726,1179.1560070955989,148.79959,0.28936768,12.0,1.0,511498.0,511498.0,511498.0,0.0
45727,1724.2331031325127,245.51402,0.4963379,24.0,1.0,511498.0,511498.0,511498.0,0.0
45728,1501.0752756249626,245.51402,0.4963379,24.0,1.0,511498.0,511498.0,511498.0,0.0
45729,1223.612985011025,93.97533,1.3930664,17.0,1.0,511498.0,511498.0,511498.0,0.0
45730,1853.2876366337048,93.97533,1.3930664,17.0,1.0,511498.0,511498.0,511498.0,0.0
45731,1464.4394767180795,55.497646,0.015655518,9.0,1.0,511498.0,511498.0,511498.0,0.0
45732,1907.677720083121,55.497646,0.015655518,9.0,1.0,511498.0,511498.0,511498.0,0.0
45733,1133.6661344533493,55.497646,0.015655518,9.0,1.0,511498.0,511498.0,511498.0,0.0
45734,2253.2058841891107,235.39801,0.23770142,11.0,1.0,511498.0,511498.0,511498.0,0.0
45735,1935.2202755690296,235.39801,0.23770142,11.0,1.0,511498.0,511498.0,511498.0,0.0
45736,1809.767655517569,235.39801,0.23770142,11.0,1.0,511498.0,511498.0,511498.0,0.0
45737,1531.7352096191971,68.46247,0.12936401,11.0,1.0,511498.0,511498.0,511498.0,0.0
45738,2390.0098210036736,218.17989,0.2705078,20.0,1.0,511498.0,511498.0,511498.0,0.0
45739,2224.86319223144,218.17989,0.2705078,20.0,1.0,511498.0,511498.0,511498.0,0.0
45740,1365.220478493982,157.32968,0.6542969,22.0,1.0,511498.0,511498.0,511498.0,0.0
45741,2139.8598016897304,157.32968,0.6542969,22.0,1.0,511498.0,511498.0,511498.0,0.0
45742,2056.2388211794832,109.0218,0.36206055,18.0,1.0,511498.0,511498.0,511498.0,0.0
45743,1977.4232575733167,331.76572,0.39349365,19.0,1.0,511498.0,511498.0,511498.0,0.0
45744,2195.0975147411127,331.76572,0.39349365,19.0,1.0,511498.0,511498.0,511498.0,0.0
45745,1856.8347291168848,265.54602,0.4609375,23.0,1.0,511498.0,511498.0,511498.0,0.0
45746,1735.5490565668897,113.89474,0.46289062,30.0,1.0,511498.0,511498.0,511498.0,0.0
45747,1291.0851430686664,113.89474,0.46289062,30.0,1.0,511498.0,511498.0,511498.0,0.0
45748,1911.958654438602,231.6546,1.3725586,23.0,1.0,511498.0,511498.0,511498.0,0.0
45749,1708.6990129911403,231.6546,1.3725586,23.0,1.0,511498.0,511498.0,511498.0,0.0
45750,2172.674992019472,370.36862,0.31835938,30.0,1.0,511498.0,511498.0,511498.0,0.0
45751,1995.0654033140356,139.67677,0.18121338,21.0,1.0,511498.0,511498.0,511498.0,0.0
45752,1847.6455552964685,139.67677,0.18121338,21.0,1.0,511498.0,511498.0,511498.0,0.0
45753,1474.195747985717,128.42168,0.9688721,25.0,1.0,511498.0,511498.0,511498.0,0.0
45754,2435.458598704012,262.80563,0.28631592,25.0,1.0,511498.0,511498.0,511498.0,0.0
45755,2013.5065759881525,262.80563,0.28631592,25.0,1.0,511498.0,511498.0,511498.0,0.0
45756,1607.997834194012,89.57421,2.0136719,23.0,1.0,511498.0,511498.0,511498.0,0.0
45757,2466.406999503265,111.2509,1.0419922,23.0,1.0,511498.0,511498.0,511498.0,0.0
45758,2188.97338959888,111.2509,1.0419922,23.0,1.0,511498.0,511498.0,511498.0,0.0
45759,2508.815835416794,160.4161,0.60827637,19.0,1.0,511498.0,511498.0,511498.0,0.0
45760,2515.786973158599,160.4161,0.60827637,19.0,1.0,511498.0,511498.0,511498.0,0.0
45761,1996.1284461858156,78.759796,0.7525635,23.0,1.0,511498.0,511498.0,511498.0,0.0
45762,2258.697125073641,76.497856,0.62268066,20.0,1.0,511498.0,511498.0,511498.0,0.0
45763,2157.6361104622315,76.497856,0.62268066,20.0,1.0,511498.0,511498.0,511498.0,0.0
45764,1869.008376808852,145.54242,1.005127,14.0,1.0,511498.0,511498.0,511498.0,0.0
45765,923.4838671344976,145.54242,1.005127,14.0,1.0,511498.0,511498.0,511498.0,0.0
45766,627.9676566886385,265.88254,0.46191406,12.0,1.0,511498.0,511498.0,511498.0,0.0
45767,1613.8625845407712,82.69841,1.3303223,12.0,1.0,511498.0,511498.0,511498.0,0.0
45768,1417.0200965568552,82.69841,1.3303223,12.0,1.0,511498.0,511498.0,511498.0,0.0
45769,1622.9800046082742,104.223946,1.2438965,14.0,1.0,511498.0,511498.0,511498.0,0.0
45770,1909.6397899344145,104.223946,1.2438965,14.0,1.0,511498.0,511498.0,511498.0,0.0
45771,1995.3307683248863,58.769836,1.3735352,27.0,1.0,511498.0,511498.0,511498.0,0.0
45772,2294.8399869127497,249.95311,0.62280273,31.0,1.0,511498.0,511498.0,511498.0,0.0
45773,1638.923309571495,249.95311,0.62280273,31.0,1.0,511498.0,511498.0,511498.0,0.0
45774,1346.1102541134965,97.43737,0.48651123,26.0,1.0,511498.0,511498.0,511498.0,0.0
45775,2173.148504253425,233.12325,0.5690918,18.0,1.0,511498.0,511498.0,511498.0,0.0
45776,2056.639209783506,115.67581,0.29748535,19.0,1.0,511498.0,511498.0,511498.0,0.0
45777,1301.0003281028264,91.50437,0.9016113,25.0,1.0,511498.0,511498.0,511498.0,0.0
45778,1464.60547023394,123.77479,0.14822388,18.0,1.0,511498.0,511498.0,511498.0,0.0
45779,1543.529712459318,123.77479,0.14822388,18.0,1.0,511498.0,511498.0,511498.0,0.0
45780,1483.5983986261087,116.76505,0.87841797,19.0,1.0,511498.0,511498.0,511498.0,0.0
45781,1537.3939867005024,116.76505,0.87841797,19.0,1.0,511498.0,511498.0,511498.0,0.0
45782,1643.5301947206349,71.632484,0.054847717,15.0,1.0,511498.0,511498.0,511498.0,0.0
45783,1750.0240830170997,394.64066,0.027210236,22.0,1.0,511498.0,511498.0,511498.0,0.0
45784,2561.0889355069785,326.50644,0.089263916,35.0,1.0,511498.0,511498.0,511498.0,0.0
45785,2041.964922040828,81.61406,0.073272705,14.0,1.0,511498.0,511498.0,511498.0,0.0
45786,2259.732528932433,273.88065,0.10340881,14.0,1.0,511498.0,511498.0,511498.0,0.0
45787,1841.846105270152,183.3098,0.28753662,17.0,1.0,511498.0,511498.0,511498.0,0.0
45788,2228.5105500938794,201.11484,1.0014648,14.0,1.0,511498.0,511498.0,511498.0,0.0
45789,1497.9437591851056,201.11484,1.0014648,14.0,1.0,511498.0,511498.0,511498.0,0.0
45790,1683.268402793688,117.93879,0.49572754,30.0,1.0,511498.0,511498.0,511498.0,0.0
45791,2145.496013809978,371.81323,0.009113312,19.0,1.0,511498.0,511498.0,511498.0,0.0
45792,1643.1585166543462,116.41599,0.3131714,15.0,1.0,511498.0,511498.0,511498.0,0.0
45793,1135.809690599098,179.58733,0.033432007,31.0,1.0,511498.0,511498.0,511498.0,0.0
45794,1463.3400199814284,141.85796,0.8609619,24.0,1.0,511498.0,511498.0,511498.0,0.0
45795,1286.2897152297187,141.85796,0.8609619,24.0,1.0,511498.0,511498.0,511498.0,0.0
45796,1582.2620382782384,55.095375,0.7453613,31.0,1.0,511498.0,511498.0,511498.0,0.0
45797,1867.9420921121448,55.095375,0.7453613,31.0,1.0,511498.0,511498.0,511498.0,0.0
45798,1352.4693213201667,61.630665,0.19784546,14.0,1.0,511498.0,511498.0,511498.0,0.0
45799,1814.9563667803536,61.630665,0.19784546,14.0,1.0,511498.0,511498.0,511498.0,0.0
45800,1154.8811194494297,61.630665,0.19784546,14.0,1.0,511498.0,511498.0,511498.0,0.0
45801,1828.9198255566512,99.97612,1.0817871,20.0,1.0,511498.0,511498.0,511498.0,0.0
45802,1881.8856174618295,107.92817,1.2883301,23.0,1.0,511498.0,511498.0,511498.0,0.0
45803,2028.139232573248,529.513,0.18173218,20.0,1.0,511498.0,511498.0,511498.0,0.0
45804,2008.880181291055,529.513,0.18173218,20.0,1.0,511498.0,511498.0,511498.0,0.0
45805,1640.899259535607,104.60773,0.5098877,21.0,1.0,511498.0,511498.0,511498.0,0.0
45806,821.0026627359044,104.60773,0.5098877,21.0,1.0,511498.0,511498.0,511498.0,0.0
45807,703.8376784951885,104.60773,0.5098877,21.0,1.0,511498.0,511498.0,511498.0,0.0
45808,2548.1424077554634,262.46796,0.16522217,30.0,1.0,511498.0,511498.0,511498.0,0.0
45809,1332.1995963995398,272.16873,0.1230011,16.0,1.0,511498.0,511498.0,511498.0,0.0
45810,3047.7303010213946,517.4721,0.36968994,25.0,1.0,511498.0,511498.0,511498.0,0.0
45811,2389.592393143077,517.4721,0.36968994,25.0,1.0,511498.0,511498.0,511498.0,0.0
45812,2298.813104315974,517.4721,0.36968994,25.0,1.0,511498.0,511498.0,511498.0,0.0
45813,1848.734566730072,270.0759,1.6960449,35.0,1.0,511498.0,511498.0,511498.0,0.0
45814,1724.3388575824715,270.0759,1.6960449,35.0,1.0,511498.0,511498.0,511498.0,0.0
45815,2521.80961211577,243.89827,0.328125,23.0,1.0,511498.0,511498.0,511498.0,0.0
45816,2577.271052663452,294.1089,0.37628174,12.0,1.0,511498.0,511498.0,511498.0,0.0
45817,2035.3066114306907,199.71748,1.7751465,19.0,1.0,511498.0,511498.0,511498.0,0.0
45818,1921.33197383078,262.67615,0.054138184,16.0,1.0,511498.0,511498.0,511498.0,0.0
45819,1293.269614872407,262.67615,0.054138184,16.0,1.0,511498.0,511498.0,511498.0,0.0
45820,2455.546953439714,231.29813,1.3913574,19.0,1.0,511498.0,511498.0,511498.0,0.0
45821,1528.7820043478391,425.18677,0.0073652267,17.0,1.0,511498.0,511498.0,511498.0,0.0
45822,1863.5074444569304,92.543785,0.2999878,16.0,1.0,511498.0,511498.0,511498.0,0.0
45823,1718.3403870093157,92.543785,0.2999878,16.0,1.0,511498.0,511498.0,511498.0,0.0
45824,1590.6265483968784,138.05882,0.03152466,23.0,1.0,511498.0,511498.0,511498.0,0.0
45825,1833.892915338924,138.05882,0.03152466,23.0,1.0,511498.0,511498.0,511498.0,0.0
45826,1621.4953486064494,162.83398,0.5432129,22.0,1.0,511498.0,511498.0,511498.0,0.0
45827,2062.6435339146337,103.14337,0.046676636,23.0,1.0,511498.0,511498.0,511498.0,0.0
45828,1443.326569408091,145.7547,0.85998535,28.0,1.0,511498.0,511498.0,511498.0,0.0
45829,1078.0566254916027,145.7547,0.85998535,28.0,1.0,511498.0,511498.0,511498.0,0.0
45830,2380.19321464124,175.63191,0.7095947,22.0,1.0,511498.0,511498.0,511498.0,0.0
45831,1905.5146603409607,175.63191,0.7095947,22.0,1.0,511498.0,511498.0,511498.0,0.0
45832,2313.813413297185,299.4842,1.6801758,17.0,1.0,511498.0,511498.0,511498.0,0.0
45833,2086.8549604802943,299.4842,1.6801758,17.0,1.0,511498.0,511498.0,511498.0,0.0
45834,2296.988905162531,341.5758,0.044418335,26.0,1.0,511498.0,511498.0,511498.0,0.0
45835,1437.0170576028852,104.86533,0.44403076,22.0,1.0,511498.0,511498.0,511498.0,0.0
45836,1180.5578180214536,104.86533,0.44403076,22.0,1.0,511498.0,511498.0,511498.0,0.0
45837,1558.234503129871,270.6032,0.59191895,9.0,1.0,511498.0,511498.0,511498.0,0.0
45838,1510.89942384529,270.6032,0.59191895,9.0,1.0,511498.0,511498.0,511498.0,0.0
45839,1194.0636906149073,270.6032,0.59191895,9.0,1.0,511498.0,511498.0,511498.0,0.0
45840,1789.2346578572342,63.04026,0.34820557,22.0,1.0,511498.0,511498.0,511498.0,0.0
45841,1941.43864411898,63.04026,0.34820557,22.0,1.0,511498.0,511498.0,511498.0,0.0
45842,1232.9719269863183,66.70221,1.7192383,15.0,1.0,511498.0,511498.0,511498.0,0.0
45843,1988.8487536236985,315.26184,0.38757324,12.0,1.0,511498.0,511498.0,511498.0,0.0
45844,1737.5982765908373,102.7245,0.9304199,20.0,1.0,511498.0,511498.0,511498.0,0.0
45845,899.1388870447096,102.7245,0.9304199,20.0,1.0,511498.0,511498.0,511498.0,0.0
45846,2374.024816804133,259.89667,0.56884766,21.0,1.0,511498.0,511498.0,511498.0,0.0
45847,1746.826273929403,259.89667,0.56884766,21.0,1.0,511498.0,511498.0,511498.0,0.0
45848,2388.784128890896,208.25755,0.4802246,14.0,1.0,511498.0,511498.0,511498.0,0.0
45849,1721.856680474029,203.7397,0.58898926,27.0,1.0,511498.0,511498.0,511498.0,0.0
45850,1659.0997656509398,203.7397,0.58898926,27.0,1.0,511498.0,511498.0,511498.0,0.0
45851,2312.6379157604497,71.16085,0.00050365925,36.0,1.0,511498.0,511498.0,511498.0,0.0
45852,2485.546952404217,133.48909,0.6224365,10.0,1.0,511498.0,511498.0,511498.0,0.0
45853,1902.9402591322412,133.48909,0.6224365,10.0,1.0,511498.0,511498.0,511498.0,0.0
45854,1624.3741060671175,99.42243,0.6345215,29.0,1.0,511498.0,511498.0,511498.0,0.0
45855,1192.908485871442,99.42243,0.6345215,29.0,1.0,511498.0,511498.0,511498.0,0.0
45856,1413.8556854919875,157.96954,0.93066406,29.0,1.0,511498.0,511498.0,511498.0,0.0
45857,1660.8696127674325,242.93767,0.16555786,12.0,1.0,511498.0,511498.0,511498.0,0.0
45858,2226.376607031312,101.8028,0.68981934,18.0,1.0,511498.0,511498.0,511498.0,0.0
45859,1896.492481883114,232.4557,0.19403076,24.0,1.0,511498.0,511498.0,511498.0,0.0
45860,1697.179039824602,232.4557,0.19403076,24.0,1.0,511498.0,511498.0,511498.0,0.0
45861,1657.7757304488125,232.4557,0.19403076,24.0,1.0,511498.0,511498.0,511498.0,0.0
45862,2173.3313738023226,382.75232,0.5739746,14.0,1.0,511498.0,511498.0,511498.0,0.0
45863,2282.440262970191,382.75232,0.5739746,14.0,1.0,511498.0,511498.0,511498.0,0.0
45864,2195.1821402686346,428.1501,0.7479248,29.0,1.0,511498.0,511498.0,511498.0,0.0
45865,2121.0119693154584,428.1501,0.7479248,29.0,1.0,511498.0,511498.0,511498.0,0.0
45866,2079.876389295493,428.1501,0.7479248,29.0,1.0,511498.0,511498.0,511498.0,0.0
45867,1337.1613351130432,214.78131,1.501709,21.0,1.0,511498.0,511498.0,511498.0,0.0
45868,1126.799904752782,214.78131,1.501709,21.0,1.0,511498.0,511498.0,511498.0,0.0
45869,2171.7576610895167,139.88301,0.16348267,27.0,1.0,511498.0,511498.0,511498.0,0.0
45870,1283.3329208093503,139.88301,0.16348267,27.0,1.0,511498.0,511498.0,511498.0,0.0
45871,796.5626807638871,548.18427,0.97106934,17.0,1.0,511498.0,511498.0,511498.0,0.0
45872,912.9663865461685,548.18427,0.97106934,17.0,1.0,511498.0,511498.0,511498.0,0.0
45873,2402.5436250967527,113.915215,0.54052734,24.0,1.0,511498.0,511498.0,511498.0,0.0
45874,915.964749020916,271.60327,1.982666,26.0,1.0,511498.0,511498.0,511498.0,0.0
45875,2008.72876666089,271.60327,1.982666,26.0,1.0,511498.0,511498.0,511498.0,0.0
45876,1055.5917675122669,271.60327,1.982666,26.0,1.0,511498.0,511498.0,511498.0,0.0
45877,727.6294095706379,271.60327,1.982666,26.0,1.0,511498.0,511498.0,511498.0,0.0
45878,2120.670780893923,143.2808,0.48657227,16.0,1.0,511498.0,511498.0,511498.0,0.0
45879,1915.3974242786496,143.2808,0.48657227,16.0,1.0,511498.0,511498.0,511498.0,0.0
45880,1568.6636437415882,173.50818,0.947876,24.0,1.0,511498.0,511498.0,511498.0,0.0
45881,1961.1267374202305,173.50818,0.947876,24.0,1.0,511498.0,511498.0,511498.0,0.0
45882,1339.7630688678275,173.50818,0.947876,24.0,1.0,511498.0,511498.0,511498.0,0.0
45883,2673.170773876117,58.17392,0.60095215,23.0,1.0,511498.0,511498.0,511498.0,0.0
45884,2532.218224110745,101.39301,0.95861816,14.0,1.0,511498.0,511498.0,511498.0,0.0
45885,1328.740294363877,58.349285,0.44995117,29.0,1.0,511498.0,511498.0,511498.0,0.0
45886,2068.552148441845,121.40881,0.72021484,13.0,1.0,511498.0,511498.0,511498.0,0.0
45887,1430.3259092334015,121.40881,0.72021484,13.0,1.0,511498.0,511498.0,511498.0,0.0
45888,1146.588863909809,121.40881,0.72021484,13.0,1.0,511498.0,511498.0,511498.0,0.0
45889,1245.282076601772,87.12445,1.6333008,18.0,1.0,511498.0,511498.0,511498.0,0.0
45890,2110.653752045626,169.4461,0.08854675,19.0,1.0,511498.0,511498.0,511498.0,0.0
45891,2091.693142223341,340.5948,1.7172852,31.0,1.0,511498.0,511498.0,511498.0,0.0
45892,2407.7011958042103,387.78897,0.8486328,8.0,1.0,511498.0,511498.0,511498.0,0.0
45893,1891.183065909949,387.78897,0.8486328,8.0,1.0,511498.0,511498.0,511498.0,0.0
45894,1744.1047166584867,387.78897,0.8486328,8.0,1.0,511498.0,511498.0,511498.0,0.0
45895,2180.071310663197,196.24016,0.42999268,47.0,1.0,511498.0,511498.0,511498.0,0.0
45896,2200.174370524382,196.24016,0.42999268,47.0,1.0,511498.0,511498.0,511498.0,0.0
45897,2543.803978562501,397.23532,1.1896973,16.0,1.0,511498.0,511498.0,511498.0,0.0
45898,2005.769165412688,397.23532,1.1896973,16.0,1.0,511498.0,511498.0,511498.0,0.0
45899,1723.0105467506294,397.23532,1.1896973,16.0,1.0,511498.0,511498.0,511498.0,0.0
45900,917.8193795130816,114.89083,1.0996094,24.0,1.0,511498.0,511498.0,511498.0,0.0
45901,1791.1124070203418,290.60922,0.5975342,14.0,1.0,511498.0,511498.0,511498.0,0.0
45902,1687.479916460152,290.60922,0.5975342,14.0,1.0,511498.0,511498.0,511498.0,0.0
45903,1380.1146505488116,290.60922,0.5975342,14.0,1.0,511498.0,511498.0,511498.0,0.0
45904,2121.836743453967,150.56593,0.6119385,20.0,1.0,511498.0,511498.0,511498.0,0.0
45905,2540.4633734440667,306.56866,0.5187988,24.0,1.0,511498.0,511498.0,511498.0,0.0
45906,2436.843874692876,306.56866,0.5187988,24.0,1.0,511498.0,511498.0,511498.0,0.0
45907,1880.8526721495068,306.56866,0.5187988,24.0,1.0,511498.0,511498.0,511498.0,0.0
45908,2078.3082775789103,95.505424,0.5793457,26.0,1.0,511498.0,511498.0,511498.0,0.0
45909,2448.9628267263,307.60553,1.8566895,15.0,1.0,511498.0,511498.0,511498.0,0.0
45910,1715.9255678444024,307.60553,1.8566895,15.0,1.0,511498.0,511498.0,511498.0,0.0
45911,1665.2672651070934,231.4056,0.05783081,14.0,1.0,511498.0,511498.0,511498.0,0.0
45912,1438.6467557774183,231.4056,0.05783081,14.0,1.0,511498.0,511498.0,511498.0,0.0
45913,2305.1107825389067,282.23557,0.14233398,19.0,1.0,511498.0,511498.0,511498.0,0.0
45914,1663.5664082267488,282.23557,0.14233398,19.0,1.0,511498.0,511498.0,511498.0,0.0
45915,1671.965082342265,282.23557,0.14233398,19.0,1.0,511498.0,511498.0,511498.0,0.0
45916,2226.6468084456137,186.28722,0.2383728,22.0,1.0,511498.0,511498.0,511498.0,0.0
45917,600.3846074549222,404.04184,0.52075195,29.0,1.0,511498.0,511498.0,511498.0,0.0
45918,1078.7546369975278,79.64681,0.0693512,32.0,1.0,511498.0,511498.0,511498.0,0.0
45919,1220.2862769468693,79.64681,0.0693512,32.0,1.0,511498.0,511498.0,511498.0,0.0
45920,1751.6442338782351,352.84204,0.4864502,34.0,1.0,511498.0,511498.0,511498.0,0.0
45921,2187.2288415198423,153.92633,0.094177246,28.0,1.0,511498.0,511498.0,511498.0,0.0
45922,1537.7124115856163,153.92633,0.094177246,28.0,1.0,511498.0,511498.0,511498.0,0.0
45923,1777.2601732231856,256.3485,0.53356934,27.0,1.0,511498.0,511498.0,511498.0,0.0
45924,1757.5874881970346,256.3485,0.53356934,27.0,1.0,511498.0,511498.0,511498.0,0.0
45925,2248.429314159801,303.1282,0.96813965,24.0,1.0,511498.0,511498.0,511498.0,0.0
45926,2391.228383593165,303.1282,0.96813965,24.0,1.0,511498.0,511498.0,511498.0,0.0
45927,1733.012532471471,165.88423,1.7573242,16.0,1.0,511498.0,511498.0,511498.0,0.0
45928,1445.349473686004,165.88423,1.7573242,16.0,1.0,511498.0,511498.0,511498.0,0.0
45929,1944.974299379028,77.50138,1.3745117,15.0,1.0,511498.0,511498.0,511498.0,0.0
45930,1784.1479538650424,112.67324,1.4379883,16.0,1.0,511498.0,511498.0,511498.0,0.0
45931,1437.9443339204277,64.94329,0.7684326,33.0,1.0,511498.0,511498.0,511498.0,0.0
45932,1784.0045176256635,64.94329,0.7684326,33.0,1.0,511498.0,511498.0,511498.0,0.0
