evt,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
8160,1052.3279115606565,81.354675,1.3779297,23.0,1.0,511498.0,511498.0,511498.0,0.0
8161,842.0294604294246,81.354675,1.3779297,23.0,1.0,511498.0,511498.0,511498.0,0.0
8162,2067.3421789900017,326.3388,0.20422363,19.0,1.0,511498.0,511498.0,511498.0,0.0
8163,1648.481931764518,326.3388,0.20422363,19.0,1.0,511498.0,511498.0,511498.0,0.0
8164,1629.977782299672,156.53581,0.89453125,11.0,1.0,511498.0,511498.0,511498.0,0.0
8165,2004.124051830527,156.53581,0.89453125,11.0,1.0,511498.0,511498.0,511498.0,0.0
8166,1918.993180071788,224.19125,0.12382507,22.0,1.0,511498.0,511498.0,511498.0,0.0
8167,2039.843661774133,224.19125,0.12382507,22.0,1.0,511498.0,511498.0,511498.0,0.0
8168,1712.6519109338797,56.816105,0.6413574,27.0,1.0,511498.0,511498.0,511498.0,0.0
8169,975.2965568580936,56.816105,0.6413574,27.0,1.0,511498.0,511498.0,511498.0,0.0
8170,1976.2250123542287,56.109215,1.6625977,14.0,1.0,511498.0,511498.0,511498.0,0.0
8171,1811.5729142238097,390.61047,0.66345215,12.0,1.0,511498.0,511498.0,511498.0,0.0
8172,1679.1357121855754,390.61047,0.66345215,12.0,1.0,511498.0,511498.0,511498.0,0.0
8173,2929.896944341104,72.837135,0.43096924,29.0,1.0,511498.0,511498.0,511498.0,0.0
8174,2369.249416760914,72.837135,0.43096924,29.0,1.0,511498.0,511498.0,511498.0,0.0
8175,2189.1204661755846,183.14883,0.7763672,27.0,1.0,511498.0,511498.0,511498.0,0.0
8176,1821.2213195666432,183.14883,0.7763672,27.0,1.0,511498.0,511498.0,511498.0,0.0
8177,1898.752785338257,77.06863,1.5185547,20.0,1.0,511498.0,511498.0,511498.0,0.0
8178,1216.6646026122246,64.927376,1.7631836,22.0,1.0,511498.0,511498.0,511498.0,0.0
8179,1831.7016098369352,239.22737,1.0102539,33.0,1.0,511498.0,511498.0,511498.0,0.0
8180,2236.683209055141,239.22737,1.0102539,33.0,1.0,511498.0,511498.0,511498.0,0.0
8181,2359.30296677284,375.3747,1.1191406,26.0,1.0,511498.0,511498.0,511498.0,0.0
8182,2402.180263819165,375.3747,1.1191406,26.0,1.0,511498.0,511498.0,511498.0,0.0
8183,746.3421228492277,96.03985,1.15625,24.0,1.0,511498.0,511498.0,511498.0,0.0
8184,633.5460282728532,96.03985,1.15625,24.0,1.0,511498.0,511498.0,511498.0,0.0
8185,2019.171297936354,132.03246,1.1044922,21.0,1.0,511498.0,511498.0,511498.0,0.0
8186,1896.6588360127544,123.73533,0.9382324,29.0,1.0,511498.0,511498.0,511498.0,0.0
8187,1076.8096323161258,123.73533,0.9382324,29.0,1.0,511498.0,511498.0,511498.0,0.0
8188,1363.805707125798,180.34059,1.486084,32.0,1.0,511498.0,511498.0,511498.0,0.0
8189,1000.6154179246574,246.90532,0.27062988,27.0,1.0,511498.0,511498.0,511498.0,0.0
8190,821.6876104204514,246.90532,0.27062988,27.0,1.0,511498.0,511498.0,511498.0,0.0
8191,2052.749382657485,175.21812,0.489563,15.0,1.0,511498.0,511498.0,511498.0,0.0
8192,1800.581002963018,175.21812,0.489563,15.0,1.0,511498.0,511498.0,511498.0,0.0
8193,1934.306115690501,125.07078,0.32159424,11.0,1.0,511498.0,511498.0,511498.0,0.0
8194,1885.3408699246067,125.07078,0.32159424,11.0,1.0,511498.0,511498.0,511498.0,0.0
8195,2162.4263987283584,223.44757,1.2041016,21.0,1.0,511498.0,511498.0,511498.0,0.0
8196,2191.391229402101,117.19061,0.48760986,30.0,1.0,511498.0,511498.0,511498.0,0.0
8197,1553.3761846757614,155.77094,0.82092285,37.0,1.0,511498.0,511498.0,511498.0,0.0
8198,1595.7009623580375,155.77094,0.82092285,37.0,1.0,511498.0,511498.0,511498.0,0.0
8199,2663.3865935681683,451.2079,0.37457275,19.0,1.0,511498.0,511498.0,511498.0,0.0
8200,2478.182329394376,451.2079,0.37457275,19.0,1.0,511498.0,511498.0,511498.0,0.0
8201,2044.3328551847208,451.2079,0.37457275,19.0,1.0,511498.0,511498.0,511498.0,0.0
8202,2342.0346622158613,77.663246,1.2053223,24.0,1.0,511498.0,511498.0,511498.0,0.0
8203,2083.2761946834503,183.01134,0.7739258,18.0,1.0,511498.0,511498.0,511498.0,0.0
8204,2266.756627202323,114.48665,0.5716553,29.0,1.0,511498.0,511498.0,511498.0,0.0
8205,1799.9519281922246,114.48665,0.5716553,29.0,1.0,511498.0,511498.0,511498.0,0.0
8206,381.5895519448519,120.856995,0.33813477,24.0,1.0,511498.0,511498.0,511498.0,0.0
8207,382.9909134734214,120.856995,0.33813477,24.0,1.0,511498.0,511498.0,511498.0,0.0
8208,1945.6590038789277,168.43242,0.6081543,16.0,1.0,511498.0,511498.0,511498.0,0.0
8209,1765.3312946977196,168.43242,0.6081543,16.0,1.0,511498.0,511498.0,511498.0,0.0
8210,1941.432170690509,526.4742,0.109375,18.0,1.0,511498.0,511498.0,511498.0,0.0
8211,1615.3456844854722,126.89708,0.8450928,9.0,1.0,511498.0,511498.0,511498.0,0.0
8212,1895.8174253126624,126.89708,0.8450928,9.0,1.0,511498.0,511498.0,511498.0,0.0
8213,1590.877497672277,140.84221,0.23220825,20.0,1.0,511498.0,511498.0,511498.0,0.0
8214,1782.6617411446416,140.84221,0.23220825,20.0,1.0,511498.0,511498.0,511498.0,0.0
8215,1616.733832319899,107.224075,0.47991943,18.0,1.0,511498.0,511498.0,511498.0,0.0
8216,1893.1607451227255,106.78084,1.032959,22.0,1.0,511498.0,511498.0,511498.0,0.0
8217,1277.512183366074,106.78084,1.032959,22.0,1.0,511498.0,511498.0,511498.0,0.0
8218,1891.6787688178715,158.7828,0.74316406,30.0,1.0,511498.0,511498.0,511498.0,0.0
8219,2058.685845455841,133.78545,0.9486084,30.0,1.0,511498.0,511498.0,511498.0,0.0
8220,1663.8024691628157,88.568375,1.0126953,28.0,1.0,511498.0,511498.0,511498.0,0.0
8221,1518.4660639536578,88.568375,1.0126953,28.0,1.0,511498.0,511498.0,511498.0,0.0
8222,512.5107640223994,134.15858,0.9135742,21.0,1.0,511498.0,511498.0,511498.0,0.0
8223,1574.1657548052608,106.57311,0.048065186,17.0,1.0,511498.0,511498.0,511498.0,0.0
8224,1848.143418151328,106.57311,0.048065186,17.0,1.0,511498.0,511498.0,511498.0,0.0
8225,1853.9440136733515,100.32806,1.3024902,11.0,1.0,511498.0,511498.0,511498.0,0.0
8226,1488.7346969146615,77.57802,1.3737793,19.0,1.0,511498.0,511498.0,511498.0,0.0
8227,1689.6539304411842,77.57802,1.3737793,19.0,1.0,511498.0,511498.0,511498.0,0.0
8228,1639.2490770613274,67.50467,0.11961365,19.0,1.0,511498.0,511498.0,511498.0,0.0
8229,1771.695027457331,67.50467,0.11961365,19.0,1.0,511498.0,511498.0,511498.0,0.0
8230,1203.5755071658143,67.50467,0.11961365,19.0,1.0,511498.0,511498.0,511498.0,0.0
8231,2258.0593341051585,97.81359,0.81689453,15.0,1.0,511498.0,511498.0,511498.0,0.0
8232,2570.6090074141903,406.33435,0.10652161,19.0,1.0,511498.0,511498.0,511498.0,0.0
8233,1958.8577939403324,184.26547,0.7277832,33.0,1.0,511498.0,511498.0,511498.0,0.0
8234,2461.241018282131,582.20496,0.548584,13.0,1.0,511498.0,511498.0,511498.0,0.0
8235,2043.279112426136,582.20496,0.548584,13.0,1.0,511498.0,511498.0,511498.0,0.0
8236,2059.288126517508,214.51662,0.9190674,28.0,1.0,511498.0,511498.0,511498.0,0.0
8237,2149.712810062735,123.54886,0.4239502,21.0,1.0,511498.0,511498.0,511498.0,0.0
8238,1818.8244570545207,123.54886,0.4239502,21.0,1.0,511498.0,511498.0,511498.0,0.0
8239,1765.1459257665767,176.32803,1.7695312,17.0,1.0,511498.0,511498.0,511498.0,0.0
8240,1638.4564368926854,90.82312,1.2939453,27.0,1.0,511498.0,511498.0,511498.0,0.0
8241,1750.0775007987315,90.82312,1.2939453,27.0,1.0,511498.0,511498.0,511498.0,0.0
8242,2079.416854040366,250.41443,1.9541016,17.0,1.0,511498.0,511498.0,511498.0,0.0
8243,2203.5672148743506,250.41443,1.9541016,17.0,1.0,511498.0,511498.0,511498.0,0.0
8244,2396.650304509692,426.7792,0.33599854,23.0,1.0,511498.0,511498.0,511498.0,0.0
8245,1855.599162634093,426.7792,0.33599854,23.0,1.0,511498.0,511498.0,511498.0,0.0
8246,2160.0551712022534,245.15733,1.204834,27.0,1.0,511498.0,511498.0,511498.0,0.0
8247,1788.2700430101966,245.15733,1.204834,27.0,1.0,511498.0,511498.0,511498.0,0.0
8248,1434.8306376403834,245.15733,1.204834,27.0,1.0,511498.0,511498.0,511498.0,0.0
8249,1720.48993095223,129.33269,0.070510864,31.0,1.0,511498.0,511498.0,511498.0,0.0
8250,2497.3111548504003,271.14,0.7824707,14.0,1.0,511498.0,511498.0,511498.0,0.0
8251,1853.5345003598036,271.14,0.7824707,14.0,1.0,511498.0,511498.0,511498.0,0.0
8252,1873.8576857092328,271.14,0.7824707,14.0,1.0,511498.0,511498.0,511498.0,0.0
8253,2452.35233781524,77.74421,0.15939331,18.0,1.0,511498.0,511498.0,511498.0,0.0
8254,1779.7807320035483,77.74421,0.15939331,18.0,1.0,511498.0,511498.0,511498.0,0.0
8255,1845.618156500698,184.26988,1.4030762,27.0,1.0,511498.0,511498.0,511498.0,0.0
8256,2305.7305988966,184.26988,1.4030762,27.0,1.0,511498.0,511498.0,511498.0,0.0
8257,1170.0981321441905,89.286476,0.63964844,34.0,1.0,511498.0,511498.0,511498.0,0.0
8258,1696.5395482069855,89.286476,0.63964844,34.0,1.0,511498.0,511498.0,511498.0,0.0
8259,2166.974462396189,290.4687,0.47357178,17.0,1.0,511498.0,511498.0,511498.0,0.0
8260,2238.3160662509067,185.0072,0.7022705,19.0,1.0,511498.0,511498.0,511498.0,0.0
8261,1371.7989075481746,193.98584,1.8852539,18.0,1.0,511498.0,511498.0,511498.0,0.0
8262,1750.207973542186,191.89403,0.39575195,21.0,1.0,511498.0,511498.0,511498.0,0.0
8263,1945.912250538612,191.89403,0.39575195,21.0,1.0,511498.0,511498.0,511498.0,0.0
8264,2486.312380388596,264.64157,0.34558105,11.0,1.0,511498.0,511498.0,511498.0,0.0
8265,1513.0046259781682,264.64157,0.34558105,11.0,1.0,511498.0,511498.0,511498.0,0.0
8266,1770.1908785607716,82.65979,0.11584473,29.0,1.0,511498.0,511498.0,511498.0,0.0
8267,1333.6433162121812,82.65979,0.11584473,29.0,1.0,511498.0,511498.0,511498.0,0.0
8268,1529.694939246187,134.33675,1.001709,23.0,1.0,511498.0,511498.0,511498.0,0.0
8269,2205.5679083976106,271.3146,0.25891113,30.0,1.0,511498.0,511498.0,511498.0,0.0
8270,2010.17907211636,82.390816,1.7683105,19.0,1.0,511498.0,511498.0,511498.0,0.0
8271,389.4188771006848,305.56857,0.38128662,22.0,1.0,511498.0,511498.0,511498.0,0.0
8272,932.3797269615104,305.56857,0.38128662,22.0,1.0,511498.0,511498.0,511498.0,0.0
8273,2426.1471141202555,436.95444,0.33087158,21.0,1.0,511498.0,511498.0,511498.0,0.0
8274,1744.640128328551,436.95444,0.33087158,21.0,1.0,511498.0,511498.0,511498.0,0.0
8275,2574.957077750072,599.6298,0.09159851,23.0,1.0,511498.0,511498.0,511498.0,0.0
8276,2580.1566016458028,559.807,0.4873047,29.0,1.0,511498.0,511498.0,511498.0,0.0
8277,2504.3927532607604,559.807,0.4873047,29.0,1.0,511498.0,511498.0,511498.0,0.0
8278,2451.367672428635,500.0138,0.65185547,14.0,1.0,511498.0,511498.0,511498.0,0.0
8279,1838.652226955784,500.0138,0.65185547,14.0,1.0,511498.0,511498.0,511498.0,0.0
8280,1798.4914724482028,133.42676,0.46276855,14.0,1.0,511498.0,511498.0,511498.0,0.0
8281,2014.7671689130616,291.8491,0.45147705,22.0,1.0,511498.0,511498.0,511498.0,0.0
8282,434.3638766186956,291.8491,0.45147705,22.0,1.0,511498.0,511498.0,511498.0,0.0
8283,1595.723049473452,215.62561,1.8056641,28.0,1.0,511498.0,511498.0,511498.0,0.0
8284,2092.397741713786,224.46297,0.78564453,17.0,1.0,511498.0,511498.0,511498.0,0.0
8285,1621.11015479072,224.46297,0.78564453,17.0,1.0,511498.0,511498.0,511498.0,0.0
8286,2470.5169846799195,353.13724,0.3626709,20.0,1.0,511498.0,511498.0,511498.0,0.0
8287,1908.8867873715565,353.13724,0.3626709,20.0,1.0,511498.0,511498.0,511498.0,0.0
8288,1870.6720948278623,353.13724,0.3626709,20.0,1.0,511498.0,511498.0,511498.0,0.0
8289,1836.6299478094663,353.13724,0.3626709,20.0,1.0,511498.0,511498.0,511498.0,0.0
8290,2098.6748498771885,69.72417,1.0158691,23.0,1.0,511498.0,511498.0,511498.0,0.0
8291,1415.9775559813786,221.96172,0.14175415,20.0,1.0,511498.0,511498.0,511498.0,0.0
8292,2654.308499402985,276.90817,0.61608887,22.0,1.0,511498.0,511498.0,511498.0,0.0
8293,2275.310049835713,333.01923,0.9355469,25.0,1.0,511498.0,511498.0,511498.0,0.0
8294,1801.4510402149317,273.35477,0.26672363,26.0,1.0,511498.0,511498.0,511498.0,0.0
8295,2280.350955290429,273.35477,0.26672363,26.0,1.0,511498.0,511498.0,511498.0,0.0
8296,2589.164497248404,146.48476,0.105529785,23.0,1.0,511498.0,511498.0,511498.0,0.0
8297,1629.7725898444055,95.01792,0.5428467,25.0,1.0,511498.0,511498.0,511498.0,0.0
8298,1053.4772979197094,95.01792,0.5428467,25.0,1.0,511498.0,511498.0,511498.0,0.0
8299,1596.025062339382,78.78363,0.33251953,16.0,1.0,511498.0,511498.0,511498.0,0.0
8300,970.0165154277254,78.78363,0.33251953,16.0,1.0,511498.0,511498.0,511498.0,0.0
8301,1147.1948024372512,129.35655,0.060180664,22.0,1.0,511498.0,511498.0,511498.0,0.0
8302,2013.6637883827177,150.38159,0.7315674,26.0,1.0,511498.0,511498.0,511498.0,0.0
8303,2296.285579601169,202.18243,0.89160156,31.0,1.0,511498.0,511498.0,511498.0,0.0
8304,1960.102624351,109.202805,0.5649414,24.0,1.0,511498.0,511498.0,511498.0,0.0
8305,1262.1378818709031,109.202805,0.5649414,24.0,1.0,511498.0,511498.0,511498.0,0.0
8306,1515.545618551219,75.320656,1.3713379,14.0,1.0,511498.0,511498.0,511498.0,0.0
8307,1204.259296115633,75.320656,1.3713379,14.0,1.0,511498.0,511498.0,511498.0,0.0
8308,2295.784625788678,85.66995,0.86938477,8.0,1.0,511498.0,511498.0,511498.0,0.0
8309,1793.649515038242,85.66995,0.86938477,8.0,1.0,511498.0,511498.0,511498.0,0.0
8310,1859.4267862204017,263.89795,0.15151978,18.0,1.0,511498.0,511498.0,511498.0,0.0
8311,2109.1872671700226,60.425125,0.31695557,27.0,1.0,511498.0,511498.0,511498.0,0.0
8312,2138.804529926264,174.04918,0.5513916,25.0,1.0,511498.0,511498.0,511498.0,0.0
8313,1514.0825685410773,174.04918,0.5513916,25.0,1.0,511498.0,511498.0,511498.0,0.0
8314,2070.9524835549687,55.71135,0.28552246,26.0,1.0,511498.0,511498.0,511498.0,0.0
8315,1553.2910227154025,55.71135,0.28552246,26.0,1.0,511498.0,511498.0,511498.0,0.0
8316,1609.354726833823,99.60528,0.43701172,20.0,1.0,511498.0,511498.0,511498.0,0.0
8317,1375.0854766033096,99.60528,0.43701172,20.0,1.0,511498.0,511498.0,511498.0,0.0
8318,2082.600064091321,624.52356,1.0710449,27.0,1.0,511498.0,511498.0,511498.0,0.0
8319,2474.972202719393,314.32693,0.8956299,28.0,1.0,511498.0,511498.0,511498.0,0.0
8320,1929.2625306250316,314.32693,0.8956299,28.0,1.0,511498.0,511498.0,511498.0,0.0
8321,1885.385918029075,314.32693,0.8956299,28.0,1.0,511498.0,511498.0,511498.0,0.0
8322,2163.3600595465377,426.23587,0.27111816,27.0,1.0,511498.0,511498.0,511498.0,0.0
8323,1692.565652315295,71.65596,0.09060669,17.0,1.0,511498.0,511498.0,511498.0,0.0
8324,2161.668641445204,71.65596,0.09060669,17.0,1.0,511498.0,511498.0,511498.0,0.0
8325,1404.4706554842492,71.99388,0.036376953,15.0,1.0,511498.0,511498.0,511498.0,0.0
8326,1721.3136777375262,316.45135,1.2148438,20.0,1.0,511498.0,511498.0,511498.0,0.0
8327,1666.4166372294103,316.45135,1.2148438,20.0,1.0,511498.0,511498.0,511498.0,0.0
8328,1939.849831192982,82.616806,0.52038574,18.0,1.0,511498.0,511498.0,511498.0,0.0
8329,1185.2986623524205,82.616806,0.52038574,18.0,1.0,511498.0,511498.0,511498.0,0.0
8330,1715.946341213458,243.90422,1.2351074,24.0,1.0,511498.0,511498.0,511498.0,0.0
8331,1804.4159114423453,243.90422,1.2351074,24.0,1.0,511498.0,511498.0,511498.0,0.0
8332,1692.801785754396,251.94154,1.2026367,10.0,1.0,511498.0,511498.0,511498.0,0.0
8333,1641.6531766699711,162.05525,0.24398804,24.0,1.0,511498.0,511498.0,511498.0,0.0
8334,1929.848567085312,162.05525,0.24398804,24.0,1.0,511498.0,511498.0,511498.0,0.0
8335,2793.7334605041506,500.1453,1.1853027,16.0,1.0,511498.0,511498.0,511498.0,0.0
8336,2160.155863587691,500.1453,1.1853027,16.0,1.0,511498.0,511498.0,511498.0,0.0
8337,2275.0687584967905,500.1453,1.1853027,16.0,1.0,511498.0,511498.0,511498.0,0.0
8338,2284.478453279284,285.28122,1.2167969,25.0,1.0,511498.0,511498.0,511498.0,0.0
8339,1608.7178474928437,285.28122,1.2167969,25.0,1.0,511498.0,511498.0,511498.0,0.0
8340,1386.2077909213858,229.96956,0.9157715,15.0,1.0,511498.0,511498.0,511498.0,0.0
8341,1962.375874610196,342.03748,0.9499512,28.0,1.0,511498.0,511498.0,511498.0,0.0
8342,1358.1915580201264,342.03748,0.9499512,28.0,1.0,511498.0,511498.0,511498.0,0.0
8343,2423.530515436099,133.70622,0.34429932,23.0,1.0,511498.0,511498.0,511498.0,0.0
8344,1891.619570620962,329.70755,0.33288574,16.0,1.0,511498.0,511498.0,511498.0,0.0
8345,1280.8825248591174,58.418045,2.022461,16.0,1.0,511498.0,511498.0,511498.0,0.0
8346,2135.417820698978,116.31243,0.9744873,22.0,1.0,511498.0,511498.0,511498.0,0.0
8347,1598.4033020657212,134.35115,0.44702148,15.0,1.0,511498.0,511498.0,511498.0,0.0
8348,1576.0925232561813,180.19385,0.14038086,26.0,1.0,511498.0,511498.0,511498.0,0.0
8349,1230.16861317916,180.19385,0.14038086,26.0,1.0,511498.0,511498.0,511498.0,0.0
8350,842.5084599307793,203.65656,0.021080017,22.0,1.0,511498.0,511498.0,511498.0,0.0
8351,2286.859566766279,287.92746,0.11833191,17.0,1.0,511498.0,511498.0,511498.0,0.0
8352,1875.0178576067967,287.92746,0.11833191,17.0,1.0,511498.0,511498.0,511498.0,0.0
8353,2229.990169208702,200.30728,0.48498535,15.0,1.0,511498.0,511498.0,511498.0,0.0
8354,1784.883050283356,178.6809,0.73913574,16.0,1.0,511498.0,511498.0,511498.0,0.0
8355,845.2973076598595,124.04587,0.06826782,22.0,1.0,511498.0,511498.0,511498.0,0.0
8356,3171.421818726099,73.80874,1.2958984,12.0,1.0,511498.0,511498.0,511498.0,0.0
8357,2440.634214443559,73.80874,1.2958984,12.0,1.0,511498.0,511498.0,511498.0,0.0
8358,2620.524430021354,73.80874,1.2958984,12.0,1.0,511498.0,511498.0,511498.0,0.0
8359,2376.066426445259,73.80874,1.2958984,12.0,1.0,511498.0,511498.0,511498.0,0.0
8360,1721.4780863935275,241.73938,0.8691406,32.0,1.0,511498.0,511498.0,511498.0,0.0
8361,1598.5821199092736,170.94627,1.6403809,20.0,1.0,511498.0,511498.0,511498.0,0.0
8362,1797.4830027395,181.72484,0.75146484,16.0,1.0,511498.0,511498.0,511498.0,0.0
8363,2696.3688354066794,217.9495,0.12110901,19.0,1.0,511498.0,511498.0,511498.0,0.0
8364,2070.0889837914083,217.9495,0.12110901,19.0,1.0,511498.0,511498.0,511498.0,0.0
8365,2053.7471972953986,217.9495,0.12110901,19.0,1.0,511498.0,511498.0,511498.0,0.0
8366,2290.532504765881,221.74493,0.7373047,33.0,1.0,511498.0,511498.0,511498.0,0.0
8367,1841.7127869823616,104.80181,0.015329361,20.0,1.0,511498.0,511498.0,511498.0,0.0
8368,1944.0883391165328,235.90318,1.1750488,26.0,1.0,511498.0,511498.0,511498.0,0.0
8369,1997.7343356441568,235.90318,1.1750488,26.0,1.0,511498.0,511498.0,511498.0,0.0
8370,2064.6092006423305,59.747433,0.69799805,29.0,1.0,511498.0,511498.0,511498.0,0.0
8371,1595.0064304620207,59.747433,0.69799805,29.0,1.0,511498.0,511498.0,511498.0,0.0
8372,2307.7380799080406,397.25546,0.25482178,19.0,1.0,511498.0,511498.0,511498.0,0.0
8373,1932.9889959532168,397.25546,0.25482178,19.0,1.0,511498.0,511498.0,511498.0,0.0
8374,1683.063110843717,119.74091,0.47851562,26.0,1.0,511498.0,511498.0,511498.0,0.0
8375,1036.2799036586944,138.43546,0.91381836,25.0,1.0,511498.0,511498.0,511498.0,0.0
8376,826.9692417808448,138.43546,0.91381836,25.0,1.0,511498.0,511498.0,511498.0,0.0
8377,1363.36923851911,234.31995,1.1203613,21.0,1.0,511498.0,511498.0,511498.0,0.0
8378,1764.1815265780583,76.98439,0.90405273,25.0,1.0,511498.0,511498.0,511498.0,0.0
8379,1596.7140117270944,76.98439,0.90405273,25.0,1.0,511498.0,511498.0,511498.0,0.0
8380,1575.6725884240698,76.98439,0.90405273,25.0,1.0,511498.0,511498.0,511498.0,0.0
8381,2168.8936664902594,68.87954,0.8342285,24.0,1.0,511498.0,511498.0,511498.0,0.0
8382,1591.783428336945,68.87954,0.8342285,24.0,1.0,511498.0,511498.0,511498.0,0.0
8383,1928.8299676989905,161.2916,1.822998,17.0,1.0,511498.0,511498.0,511498.0,0.0
8384,1512.7931909181289,161.2916,1.822998,17.0,1.0,511498.0,511498.0,511498.0,0.0
8385,2306.481043628614,298.70688,0.33728027,18.0,1.0,511498.0,511498.0,511498.0,0.0
8386,2022.4758855788816,298.70688,0.33728027,18.0,1.0,511498.0,511498.0,511498.0,0.0
8387,1762.3265164312136,298.70688,0.33728027,18.0,1.0,511498.0,511498.0,511498.0,0.0
8388,1718.673665600108,298.70688,0.33728027,18.0,1.0,511498.0,511498.0,511498.0,0.0
8389,1233.518021258678,139.6564,0.25354004,25.0,1.0,511498.0,511498.0,511498.0,0.0
8390,1523.467924742262,114.15101,0.6508789,18.0,1.0,511498.0,511498.0,511498.0,0.0
8391,1111.4959542306622,114.15101,0.6508789,18.0,1.0,511498.0,511498.0,511498.0,0.0
8392,1940.5303981107584,266.78714,0.5272217,16.0,1.0,511498.0,511498.0,511498.0,0.0
8393,1892.4991311138097,266.78714,0.5272217,16.0,1.0,511498.0,511498.0,511498.0,0.0
8394,2191.3046057278334,168.3404,0.28759766,23.0,1.0,511498.0,511498.0,511498.0,0.0
8395,1775.5758684879377,72.126564,2.2451172,32.0,1.0,511498.0,511498.0,511498.0,0.0
8396,1992.882905531036,259.989,0.4586792,16.0,1.0,511498.0,511498.0,511498.0,0.0
8397,2355.2178515520163,259.989,0.4586792,16.0,1.0,511498.0,511498.0,511498.0,0.0
8398,1859.1260277495355,229.20995,0.3994751,21.0,1.0,511498.0,511498.0,511498.0,0.0
8399,1548.655364262299,191.45863,1.3422852,14.0,1.0,511498.0,511498.0,511498.0,0.0
8400,1984.1784034591656,136.69923,0.17138672,38.0,1.0,511498.0,511498.0,511498.0,0.0
8401,1834.889547388742,81.80083,0.3935547,8.0,1.0,511498.0,511498.0,511498.0,0.0
8402,1854.2414241807403,422.91202,0.9934082,15.0,1.0,511498.0,511498.0,511498.0,0.0
8403,1530.4111056228503,422.91202,0.9934082,15.0,1.0,511498.0,511498.0,511498.0,0.0
8404,1525.6946902653326,422.91202,0.9934082,15.0,1.0,511498.0,511498.0,511498.0,0.0
8405,2282.9435507687995,109.50411,1.0351562,25.0,1.0,511498.0,511498.0,511498.0,0.0
8406,2401.0963266253398,347.46738,0.16522217,12.0,1.0,511498.0,511498.0,511498.0,0.0
8407,1903.257770071916,347.46738,0.16522217,12.0,1.0,511498.0,511498.0,511498.0,0.0
8408,1890.9460174200603,163.62045,0.21655273,26.0,1.0,511498.0,511498.0,511498.0,0.0
8409,1525.325844627147,163.62045,0.21655273,26.0,1.0,511498.0,511498.0,511498.0,0.0
8410,2696.6903495258903,245.72394,0.26202393,12.0,1.0,511498.0,511498.0,511498.0,0.0
8411,2050.162277280034,153.01616,0.27581787,12.0,1.0,511498.0,511498.0,511498.0,0.0
8412,1818.368694220821,357.7458,0.045158386,21.0,1.0,511498.0,511498.0,511498.0,0.0
8413,1941.947083706947,132.7699,0.53015137,26.0,1.0,511498.0,511498.0,511498.0,0.0
8414,2077.645811770747,345.10602,0.57299805,13.0,1.0,511498.0,511498.0,511498.0,0.0
8415,1952.584939350948,345.10602,0.57299805,13.0,1.0,511498.0,511498.0,511498.0,0.0
8416,1431.1604571391144,67.302246,0.27978516,18.0,1.0,511498.0,511498.0,511498.0,0.0
8417,1349.5898804412548,135.51962,1.5007324,15.0,1.0,511498.0,511498.0,511498.0,0.0
8418,2259.597859206207,191.57748,1.197998,27.0,1.0,511498.0,511498.0,511498.0,0.0
8419,2505.750705291656,191.57748,1.197998,27.0,1.0,511498.0,511498.0,511498.0,0.0
8420,1076.3969864138912,119.74848,0.88513184,28.0,1.0,511498.0,511498.0,511498.0,0.0
8421,1917.0479141445371,409.03552,0.47747803,24.0,1.0,511498.0,511498.0,511498.0,0.0
8422,1386.029870590702,396.48764,0.71606445,25.0,1.0,511498.0,511498.0,511498.0,0.0
8423,1402.4322816743822,396.48764,0.71606445,25.0,1.0,511498.0,511498.0,511498.0,0.0
8424,1831.7973840321215,83.96476,0.3310547,29.0,1.0,511498.0,511498.0,511498.0,0.0
8425,1877.3929896137583,123.14776,1.3962402,34.0,1.0,511498.0,511498.0,511498.0,0.0
8426,2142.4856257388924,211.69873,0.15704346,22.0,1.0,511498.0,511498.0,511498.0,0.0
8427,1940.4595527127592,211.69873,0.15704346,22.0,1.0,511498.0,511498.0,511498.0,0.0
8428,1993.8625087036685,166.19069,0.12478638,18.0,1.0,511498.0,511498.0,511498.0,0.0
8429,1923.394576951508,298.25998,1.4206543,23.0,1.0,511498.0,511498.0,511498.0,0.0
8430,1675.0339013520204,298.25998,1.4206543,23.0,1.0,511498.0,511498.0,511498.0,0.0
8431,1273.040377882388,126.95252,0.15975952,8.0,1.0,511498.0,511498.0,511498.0,0.0
8432,1387.841330999564,126.95252,0.15975952,8.0,1.0,511498.0,511498.0,511498.0,0.0
8433,2186.46144983197,255.9184,1.269043,19.0,1.0,511498.0,511498.0,511498.0,0.0
8434,1242.3463446869794,255.9184,1.269043,19.0,1.0,511498.0,511498.0,511498.0,0.0
8435,1602.1199996745704,120.743866,1.703125,26.0,1.0,511498.0,511498.0,511498.0,0.0
8436,2113.969983307964,208.05453,1.0820312,28.0,1.0,511498.0,511498.0,511498.0,0.0
8437,2364.578739519468,427.5013,0.3817749,12.0,1.0,511498.0,511498.0,511498.0,0.0
8438,1909.166539473688,240.62292,2.0932617,20.0,1.0,511498.0,511498.0,511498.0,0.0
8439,2007.367156238156,137.04105,0.13513184,11.0,1.0,511498.0,511498.0,511498.0,0.0
8440,1766.469367469496,137.04105,0.13513184,11.0,1.0,511498.0,511498.0,511498.0,0.0
8441,1881.0085266329168,135.37701,0.3433838,22.0,1.0,511498.0,511498.0,511498.0,0.0
