mtt,mu_pt,mu_abseta,weight,pileup
2177.7563195486173,65.27946,0.21099854,1.0,20.0
1343.9649084336813,77.89328,0.49005127,1.0,27.0
2064.6954883883877,119.24791,0.6281738,1.0,25.0
2024.7421543995797,166.27354,0.15270996,1.0,15.0
2046.8175753150442,276.46292,0.7392578,1.0,28.0
861.7181000463793,133.1916,0.11993408,1.0,21.0
1570.7564527729064,190.92354,0.3109131,1.0,21.0
2075.118496565267,82.00636,1.4179688,1.0,16.0
2181.0801622519657,301.9008,0.6311035,1.0,31.0
2089.472996377616,216.60379,0.2578125,1.0,21.0
1958.1088758711887,210.20245,1.2038574,1.0,19.0
2854.554623827344,390.05948,0.5517578,1.0,17.0
1665.3723171125907,236.17874,0.5513916,1.0,25.0
1912.4739090444596,108.10832,0.19665527,1.0,22.0
1036.5847141894635,133.14885,1.2324219,1.0,20.0
2024.5406057013938,135.24248,0.6689453,1.0,19.0
2521.320202718824,243.78925,0.335083,1.0,20.0
1188.1879318385868,61.508987,0.4161377,1.0,15.0
2071.496735108915,96.568405,0.510376,1.0,21.0
1989.4806971031799,233.04915,1.8728027,1.0,9.0
1128.3746970780105,66.13083,1.3640137,1.0,18.0
1657.4083355984235,166.42737,0.47253418,1.0,22.0
2135.5122856520165,89.198616,2.019043,1.0,18.0
1707.2039456875268,307.85886,1.03125,1.0,13.0
1854.1058638049162,127.49402,1.0092773,1.0,14.0
1949.2642612910133,106.07073,0.3864746,1.0,26.0
1901.133182417447,108.437035,0.69506836,1.0,26.0
1735.5100879430552,199.5276,1.2924805,1.0,22.0
2468.5969869647156,199.82132,0.49279785,1.0,26.0
2324.117737756235,419.5237,0.8231201,1.0,30.0
2180.86603189342,217.99428,0.27697754,1.0,18.0
2119.4579860676863,79.86328,0.6669922,1.0,24.0
1632.0789241118403,233.3803,0.41467285,1.0,25.0
2243.3654262650957,439.72284,0.6760254,1.0,17.0
1138.614272753017,166.89015,0.41119385,1.0,26.0
1706.434207801855,57.44322,0.107437134,1.0,34.0
2059.6078378671796,58.298237,1.482666,1.0,15.0
1413.2242863337995,111.17472,1.3310547,1.0,19.0
2025.5223518563616,93.610664,0.44396973,1.0,20.0
2492.306924222524,545.35236,0.44488525,1.0,14.0
1782.303093536821,90.924576,1.2028809,1.0,23.0
2547.0347306372646,479.23343,0.023033142,1.0,20.0
1691.9359136509174,331.25198,0.4041748,1.0,19.0
2097.1668502739913,174.73538,0.3413086,1.0,33.0
2081.769305737892,234.55597,1.0773926,1.0,28.0
1065.592740951251,65.67317,0.9953613,1.0,17.0
1625.7396058542035,68.25873,0.08955383,1.0,14.0
2343.5912454395357,79.15501,0.5500488,1.0,23.0
1065.0280629464698,158.79784,0.6743164,1.0,24.0
2125.890640323225,269.69727,0.13616943,1.0,16.0
1411.768754658259,154.30095,0.7390137,1.0,31.0
2508.1279284792386,465.0911,1.0368652,1.0,31.0
1689.6303855595113,88.66149,0.1257019,1.0,13.0
2202.3987815020796,134.3757,0.7286377,1.0,22.0
2509.6437581558544,264.53836,0.3435669,1.0,22.0
1650.8957030423721,262.61703,0.059570312,1.0,16.0
2528.7759470053807,76.49488,0.15176392,1.0,24.0
926.5056526517254,62.7251,1.1489258,1.0,27.0
2561.5276850977116,168.46599,1.3215332,1.0,17.0
1586.4942628637104,368.5301,1.1259766,1.0,27.0
2067.744059900964,224.99074,0.9333496,1.0,21.0
2675.5628568279953,111.34908,0.80114746,1.0,14.0
2090.162424502267,149.4298,1.315918,1.0,17.0
1344.7417039908494,63.566364,1.7207031,1.0,25.0
1881.0186493948402,123.64633,0.8952637,1.0,18.0
2136.125828981205,152.53683,0.15142822,1.0,13.0
1311.1603989011114,79.22624,1.1904297,1.0,25.0
1673.3203592759353,60.87876,1.4194336,1.0,24.0
717.0507773556121,98.89763,0.5349121,1.0,24.0
1541.9273002817242,218.8532,0.58776855,1.0,24.0
1875.978920642844,79.80835,0.090026855,1.0,40.0
1793.5605258685462,63.639435,0.5596924,1.0,21.0
2623.2058740033212,113.7841,0.55322266,1.0,13.0
2317.5479619183807,143.72235,1.1811523,1.0,16.0
1794.718761470206,463.68747,1.0073242,1.0,29.0
1889.305209615212,290.698,0.56921387,1.0,21.0
1245.3462017092859,157.68588,1.0166016,1.0,28.0
2008.721058215489,74.610634,0.028759003,1.0,18.0
1843.3160492015154,87.39036,0.04988861,1.0,25.0
1367.5590859958309,130.08752,1.2585449,1.0,33.0
1993.1471423256992,166.8251,1.4260254,1.0,20.0
1084.1410705658072,102.01006,0.1656189,1.0,24.0
2428.1822322121725,744.17065,0.58044434,1.0,22.0
489.56233366153003,205.34999,0.44451904,1.0,21.0
1820.3603611202593,155.69716,0.31860352,1.0,22.0
2045.514901631861,308.2878,1.59375,1.0,24.0
2134.6995743570446,134.51656,1.0625,1.0,16.0
1380.8895756807212,241.76189,0.65844727,1.0,29.0
1299.1973855097217,177.6022,0.87683105,1.0,22.0
2064.906019332306,107.06925,0.34881592,1.0,10.0
1988.6802228051915,204.77429,0.6427002,1.0,36.0
2164.7328579287946,106.75367,1.6242676,1.0,19.0
1999.3548724614664,286.24667,0.10961914,1.0,19.0
2120.4842357635353,522.2252,0.87976074,1.0,19.0
1248.8948538181253,130.52055,0.40161133,1.0,21.0
2360.245730522953,208.67677,0.713501,1.0,21.0
1633.477240040608,81.100136,0.17520142,1.0,17.0
2756.7371290593564,472.81396,0.021476746,1.0,17.0
2028.990508876767,637.3312,0.9929199,1.0,22.0
1582.5239896884002,113.346054,0.59277344,1.0,21.0
1820.0771347798766,164.96815,0.32659912,1.0,17.0
2063.7873091951747,107.00255,0.11894226,1.0,16.0
2326.0216005366997,189.37378,0.10076904,1.0,33.0
1576.0916680141745,116.62643,1.7416992,1.0,17.0
2204.267702606298,96.427086,0.6575928,1.0,16.0
2073.5656466992127,103.81502,0.9753418,1.0,29.0
1639.1861117377339,65.082054,0.106918335,1.0,16.0
1107.6316640115037,90.42956,0.41687012,1.0,19.0
995.9915882222728,127.99948,0.2520752,1.0,16.0
1588.3687476364369,221.47044,1.1669922,1.0,16.0
1488.6552803974512,113.921814,1.6767578,1.0,18.0
2125.7189833512703,247.12563,0.50219727,1.0,40.0
1455.4401185634122,224.38753,1.0725098,1.0,18.0
2558.6340570022658,277.18265,1.0935059,1.0,21.0
2129.142069759138,257.87488,1.0739746,1.0,20.0
1235.2989707891577,146.1532,0.32080078,1.0,25.0
1891.4557711362672,86.14358,1.6394043,1.0,24.0
2537.62134465937,109.836845,0.108062744,1.0,22.0
1708.3756449484802,104.50211,0.19891357,1.0,25.0
2190.183204459179,322.76736,1.7919922,1.0,34.0
2194.400645554294,191.2952,0.3326416,1.0,18.0
2207.5405706919487,196.76152,1.8469238,1.0,29.0
2145.1148448211466,294.61694,0.7459717,1.0,20.0
1215.674400562491,246.50922,0.5291748,1.0,29.0
2117.514713655215,137.50185,0.671875,1.0,17.0
1638.6012652149775,267.17676,0.50305176,1.0,12.0
2689.148525937792,123.02004,0.66015625,1.0,35.0
2058.693492843631,199.53716,0.6047363,1.0,20.0
1354.2418792788972,381.00977,0.5632324,1.0,16.0
1423.0457884906673,83.62542,1.322998,1.0,26.0
1260.8764638044595,189.47603,0.4456787,1.0,23.0
2418.5691892087743,307.50153,0.108169556,1.0,10.0
2184.1990779055955,103.19142,0.4118042,1.0,21.0
2426.116856705595,163.3139,0.45758057,1.0,22.0
1904.0482850570195,62.763565,0.08035278,1.0,21.0
2113.4545857463986,96.87309,0.80895996,1.0,28.0
2712.11250047399,76.94399,0.52404785,1.0,24.0
2443.3788351691924,360.64774,0.35614014,1.0,29.0
2555.612336204437,269.53183,0.022541046,1.0,19.0
2434.426761368521,270.18213,1.4221191,1.0,37.0
2093.3608996473613,78.0788,0.7961426,1.0,15.0
1923.177109247561,185.28735,0.43432617,1.0,29.0
913.402166804644,180.60954,0.7044678,1.0,27.0
1596.2706915678773,267.2652,0.50891113,1.0,18.0
2052.964504946733,466.78644,0.2048645,1.0,31.0
1599.3919859726448,109.380035,1.1071777,1.0,23.0
1842.4934485906092,90.298256,0.0690918,1.0,26.0
1890.2780792247238,79.99288,1.546875,1.0,28.0
2189.8639449135853,117.712845,1.0944824,1.0,14.0
1816.1046745992098,110.167984,0.057662964,1.0,17.0
2383.3978447991954,196.66219,0.77783203,1.0,25.0
1981.2786042252644,198.20401,0.13442993,1.0,22.0
2147.0129040275333,122.49274,1.9599609,1.0,25.0
1216.4146609281722,76.10512,0.07096863,1.0,18.0
1609.0076059626483,165.82437,2.177246,1.0,18.0
2043.558333265864,198.03197,0.39660645,1.0,15.0
2028.004611689734,351.36224,0.44805908,1.0,34.0
447.05960664175564,87.05393,0.9206543,1.0,17.0
1846.8453891199163,234.73412,0.47332764,1.0,20.0
2348.630623737313,87.04961,0.15872192,1.0,28.0
2506.5537076599526,260.01172,0.34973145,1.0,30.0
2396.531753489712,245.18997,0.61083984,1.0,32.0
2587.9665289658888,438.22748,1.1748047,1.0,28.0
2285.9613525970494,269.79788,1.3544922,1.0,12.0
2379.4909165840413,358.30002,0.3310547,1.0,15.0
1181.2642052611727,153.77628,1.3408203,1.0,19.0
1913.5470258863802,165.49179,0.8334961,1.0,34.0
2465.407081180059,305.73816,0.12265015,1.0,20.0
2194.235150138346,284.244,1.6604004,1.0,24.0
2145.8203968366515,164.62048,1.1147461,1.0,17.0
1962.768325001865,198.64034,1.6501465,1.0,35.0
2392.956259880266,142.31853,0.6085205,1.0,18.0
2279.524824697726,327.41946,0.038711548,1.0,10.0
1245.7700990258174,128.90056,0.1239624,1.0,16.0
